Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,53.049999,53.049999,53.049999,53.049999,49.170616,0
2016-01-04,52.150002,52.150002,52.150002,52.150002,48.336437,0
2016-01-05,52.209999,52.209999,52.209999,52.209999,48.392044,0
2016-01-06,51.410000,51.410000,51.410000,51.410000,47.650543,0
2016-01-07,50.049999,50.049999,50.049999,50.049999,46.389996,0
2016-01-08,49.330002,49.330002,49.330002,49.330002,45.722652,0
2016-01-11,49.090000,49.090000,49.090000,49.090000,45.500202,0
2016-01-12,49.220001,49.220001,49.220001,49.220001,45.620689,0
2016-01-13,47.750000,47.750000,47.750000,47.750000,44.258194,0
2016-01-14,48.349998,48.349998,48.349998,48.349998,44.814312,0
2016-01-15,47.540001,47.540001,47.540001,47.540001,44.063560,0
2016-01-19,47.040001,47.040001,47.040001,47.040001,43.600113,0
2016-01-20,46.959999,46.959999,46.959999,46.959999,43.525959,0
2016-01-21,46.990002,46.990002,46.990002,46.990002,43.553764,0
2016-01-22,48.139999,48.139999,48.139999,48.139999,44.619671,0
2016-01-25,47.080002,47.080002,47.080002,47.080002,43.637188,0
2016-01-26,48.130001,48.130001,48.130001,48.130001,44.610405,0
2016-01-27,47.549999,47.549999,47.549999,47.549999,44.072819,0
2016-01-28,47.500000,47.500000,47.500000,47.500000,44.026466,0
2016-01-29,48.990002,48.990002,48.990002,48.990002,45.407509,0
2016-02-01,48.970001,48.970001,48.970001,48.970001,45.388981,0
2016-02-02,47.860001,47.860001,47.860001,47.860001,44.360153,0
2016-02-03,48.119999,48.119999,48.119999,48.119999,44.601128,0
2016-02-04,48.459999,48.459999,48.459999,48.459999,44.916275,0
2016-02-05,47.230000,47.230000,47.230000,47.230000,43.776215,0
2016-02-08,46.250000,46.250000,46.250000,46.250000,42.867870,0
2016-02-09,45.990002,45.990002,45.990002,45.990002,42.626900,0
2016-02-10,46.040001,46.040001,46.040001,46.040001,42.673233,0
2016-02-11,45.470001,45.470001,45.470001,45.470001,42.144920,0
2016-02-12,46.310001,46.310001,46.310001,46.310001,42.923489,0
2016-02-16,47.389999,47.389999,47.389999,47.389999,43.924515,0
2016-02-17,48.230000,48.230000,48.230000,48.230000,44.703091,0
2016-02-18,48.020000,48.020000,48.020000,48.020000,44.508446,0
2016-02-19,48.110001,48.110001,48.110001,48.110001,44.591866,0
2016-02-22,48.779999,48.779999,48.779999,48.779999,45.212868,0
2016-02-23,48.340000,48.340000,48.340000,48.340000,44.805046,0
2016-02-24,48.759998,48.759998,48.759998,48.759998,45.194328,0
2016-02-25,49.259998,49.259998,49.259998,49.259998,45.657768,0
2016-02-26,49.570000,49.570000,49.570000,49.570000,45.945091,0
2016-02-29,49.439999,49.439999,49.439999,49.439999,45.824596,0
2016-03-01,50.439999,50.439999,50.439999,50.439999,46.751480,0
2016-03-02,50.980000,50.980000,50.980000,50.980000,47.251984,0
2016-03-03,51.560001,51.560001,51.560001,51.560001,47.789574,0
2016-03-04,51.880001,51.880001,51.880001,51.880001,48.086182,0
2016-03-07,52.299999,52.299999,52.299999,52.299999,48.475468,0
2016-03-08,51.139999,51.139999,51.139999,51.139999,47.400284,0
2016-03-09,51.389999,51.389999,51.389999,51.389999,47.632004,0
2016-03-10,51.150002,51.150002,51.150002,51.150002,47.409550,0
2016-03-11,52.209999,52.209999,52.209999,52.209999,48.392044,0
2016-03-14,51.910000,51.910000,51.910000,51.910000,48.248905,0
2016-03-15,51.290001,51.290001,51.290001,51.290001,47.672634,0
2016-03-16,51.799999,51.799999,51.799999,51.799999,48.146667,0
2016-03-17,52.520000,52.520000,52.520000,52.520000,48.815880,0
2016-03-18,52.860001,52.860001,52.860001,52.860001,49.131897,0
2016-03-21,52.810001,52.810001,52.810001,52.810001,49.085434,0
2016-03-22,52.810001,52.810001,52.810001,52.810001,49.085434,0
2016-03-23,51.910000,51.910000,51.910000,51.910000,48.248905,0
2016-03-24,52.040001,52.040001,52.040001,52.040001,48.369740,0
2016-03-28,52.099998,52.099998,52.099998,52.099998,48.425495,0
2016-03-29,53.220001,53.220001,53.220001,53.220001,49.466518,0
2016-03-30,53.270000,53.270000,53.270000,53.270000,49.512978,0
2016-03-31,53.430000,53.430000,53.430000,53.430000,49.661701,0
2016-04-01,53.570000,53.570000,53.570000,53.570000,49.791828,0
2016-04-04,53.119999,53.119999,53.119999,53.119999,49.373562,0
2016-04-05,52.549999,52.549999,52.549999,52.549999,48.843758,0
2016-04-06,53.119999,53.119999,53.119999,53.119999,49.373562,0
2016-04-07,52.439999,52.439999,52.439999,52.439999,48.741528,0
2016-04-08,52.730000,52.730000,52.730000,52.730000,49.011070,0
2016-04-11,52.619999,52.619999,52.619999,52.619999,48.908829,0
2016-04-12,53.150002,53.150002,53.150002,53.150002,49.401443,0
2016-04-13,54.150002,54.150002,54.150002,54.150002,50.330925,0
2016-04-14,54.040001,54.040001,54.040001,54.040001,50.228683,0
2016-04-15,54.169998,54.169998,54.169998,54.169998,50.349506,0
2016-04-18,54.480000,54.480000,54.480000,54.480000,50.637642,0
2016-04-19,54.660000,54.660000,54.660000,54.660000,50.804951,0
2016-04-20,54.689999,54.689999,54.689999,54.689999,50.832832,0
2016-04-21,54.320000,54.320000,54.320000,54.320000,50.488930,0
2016-04-22,54.849998,54.849998,54.849998,54.849998,50.981552,0
2016-04-25,54.509998,54.509998,54.509998,54.509998,50.665531,0
2016-04-26,55.049999,55.049999,55.049999,55.049999,51.167454,0
2016-04-27,55.340000,55.340000,55.340000,55.340000,51.436989,0
2016-04-28,54.689999,54.689999,54.689999,54.689999,50.832832,0
