Date,Open,High,Low,Close,Adj Close,Volume
2015-12-31,10.640000,10.640000,10.640000,10.640000,9.347652,0
2016-01-04,10.660000,10.660000,10.660000,10.660000,9.365223,0
2016-01-05,10.650000,10.650000,10.650000,10.650000,9.356435,0
2016-01-06,10.690000,10.690000,10.690000,10.690000,9.391577,0
2016-01-07,10.700000,10.700000,10.700000,10.700000,9.400364,0
2016-01-08,10.720000,10.720000,10.720000,10.720000,9.417933,0
2016-01-11,10.690000,10.690000,10.690000,10.690000,9.391577,0
2016-01-12,10.720000,10.720000,10.720000,10.720000,9.417933,0
2016-01-13,10.740000,10.740000,10.740000,10.740000,9.435502,0
2016-01-14,10.720000,10.720000,10.720000,10.720000,9.417933,0
2016-01-15,10.740000,10.740000,10.740000,10.740000,9.435502,0
2016-01-19,10.730000,10.730000,10.730000,10.730000,9.426716,0
2016-01-20,10.740000,10.740000,10.740000,10.740000,9.435502,0
2016-01-21,10.730000,10.730000,10.730000,10.730000,9.426716,0
2016-01-22,10.720000,10.720000,10.720000,10.720000,9.417933,0
2016-01-25,10.730000,10.730000,10.730000,10.730000,9.426716,0
2016-01-26,10.730000,10.730000,10.730000,10.730000,9.426716,0
2016-01-27,10.730000,10.730000,10.730000,10.730000,9.426716,0
2016-01-28,10.740000,10.740000,10.740000,10.740000,9.435502,0
2016-01-29,10.770000,10.770000,10.770000,10.770000,9.482166,0
2016-02-01,10.750000,10.750000,10.750000,10.750000,9.464559,0
2016-02-02,10.800000,10.800000,10.800000,10.800000,9.508577,0
2016-02-03,10.780000,10.780000,10.780000,10.780000,9.490969,0
2016-02-04,10.790000,10.790000,10.790000,10.790000,9.499779,0
2016-02-05,10.790000,10.790000,10.790000,10.790000,9.499779,0
2016-02-08,10.840000,10.840000,10.840000,10.840000,9.543797,0
2016-02-09,10.830000,10.830000,10.830000,10.830000,9.534990,0
2016-02-10,10.850000,10.850000,10.850000,10.850000,9.552604,0
2016-02-11,10.860000,10.860000,10.860000,10.860000,9.561407,0
2016-02-12,10.810000,10.810000,10.810000,10.810000,9.517385,0
2016-02-16,10.790000,10.790000,10.790000,10.790000,9.499779,0
2016-02-17,10.780000,10.780000,10.780000,10.780000,9.490969,0
2016-02-18,10.810000,10.810000,10.810000,10.810000,9.517385,0
2016-02-19,10.810000,10.810000,10.810000,10.810000,9.517385,0
2016-02-22,10.810000,10.810000,10.810000,10.810000,9.517385,0
2016-02-23,10.820000,10.820000,10.820000,10.820000,9.526189,0
2016-02-24,10.820000,10.820000,10.820000,10.820000,9.526189,0
2016-02-25,10.840000,10.840000,10.840000,10.840000,9.543797,0
2016-02-26,10.810000,10.810000,10.810000,10.810000,9.517385,0
2016-02-29,10.820000,10.820000,10.820000,10.820000,9.545616,0
2016-03-01,10.780000,10.780000,10.780000,10.780000,9.510326,0
2016-03-02,10.780000,10.780000,10.780000,10.780000,9.510326,0
2016-03-03,10.800000,10.800000,10.800000,10.800000,9.527967,0
2016-03-04,10.780000,10.780000,10.780000,10.780000,9.510326,0
2016-03-07,10.770000,10.770000,10.770000,10.770000,9.501502,0
2016-03-08,10.810000,10.810000,10.810000,10.810000,9.536791,0
2016-03-09,10.790000,10.790000,10.790000,10.790000,9.519148,0
2016-03-10,10.770000,10.770000,10.770000,10.770000,9.501502,0
2016-03-11,10.760000,10.760000,10.760000,10.760000,9.492682,0
2016-03-14,10.770000,10.770000,10.770000,10.770000,9.501502,0
2016-03-15,10.770000,10.770000,10.770000,10.770000,9.501502,0
2016-03-16,10.810000,10.810000,10.810000,10.810000,9.536791,0
2016-03-17,10.820000,10.820000,10.820000,10.820000,9.545616,0
2016-03-18,10.840000,10.840000,10.840000,10.840000,9.563259,0
2016-03-21,10.820000,10.820000,10.820000,10.820000,9.545616,0
2016-03-22,10.810000,10.810000,10.810000,10.810000,9.536791,0
2016-03-23,10.850000,10.850000,10.850000,10.850000,9.572084,0
2016-03-24,10.840000,10.840000,10.840000,10.840000,9.563259,0
2016-03-28,10.840000,10.840000,10.840000,10.840000,9.563259,0
2016-03-29,10.890000,10.890000,10.890000,10.890000,9.607372,0
2016-03-30,10.880000,10.880000,10.880000,10.880000,9.598548,0
2016-03-31,10.900000,10.900000,10.900000,10.900000,9.636559,0
2016-04-01,10.910000,10.910000,10.910000,10.910000,9.645406,0
2016-04-04,10.910000,10.910000,10.910000,10.910000,9.645406,0
2016-04-05,10.940000,10.940000,10.940000,10.940000,9.671931,0
2016-04-06,10.920000,10.920000,10.920000,10.920000,9.654249,0
2016-04-07,10.950000,10.950000,10.950000,10.950000,9.680769,0
